SaleID,Date,Year,Month,Season,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,DiscountPercent,GrossAmount,NetAmount,Channel
SALE-00014,2024-01-06,2024,1,Winter,CUST-0076,PRD-0064,Premium Belt,Accessories,1,52.98,0.2,52.98,42.38,In-Store
SALE-00015,2024-01-08,2024,1,Winter,CUST-0008,PRD-0060,Premium Scarf,Accessories,1,20.13,0.1,20.13,18.12,Online
SALE-00016,2024-01-10,2024,1,Winter,CUST-0061,PRD-0062,Premium Beanie,Accessories,1,35.38,0.1,35.38,31.84,In-Store
SALE-00017,2024-01-10,2024,1,Winter,CUST-0058,PRD-0057,Basic Sun Hat,Accessories,1,22.55,0.0,22.55,22.55,In-Store
SALE-00018,2024-01-11,2024,1,Winter,CUST-0014,PRD-0026,Premium Cocktail Dress,Dresses,1,118.94,0.0,118.94,118.94,Online
SALE-00019,2024-01-11,2024,1,Winter,CUST-0053,PRD-0033,Basic Puffer Jacket,Outerwear,1,119.01,0.1,119.01,107.11,In-Store
SALE-00020,2024-01-12,2024,1,Winter,CUST-0074,PRD-0016,Premium Skirt,Bottoms,4,48.68,0.0,194.72,194.72,Online
SALE-00021,2024-01-13,2024,1,Winter,CUST-0049,PRD-0015,Basic Skirt,Bottoms,2,38.55,0.0,77.1,77.1,In-Store
SALE-00022,2024-01-14,2024,1,Winter,CUST-0011,PRD-0032,Premium Denim Jacket,Outerwear,1,176.16,0.0,176.16,176.16,Mobile App
SALE-00023,2024-01-15,2024,1,Winter,CUST-0004,PRD-0007,Basic Polo Shirt,Tops,4,29.13,0.0,116.52,116.52,In-Store
SALE-00024,2024-01-15,2024,1,Winter,CUST-0025,PRD-0048,Premium Sandals,Footwear,1,87.64,0.0,87.64,87.64,Online
SALE-00025,2024-01-16,2024,1,Winter,CUST-0051,PRD-0020,Premium Leggings,Bottoms,1,38.24,0.1,38.24,34.42,In-Store
SALE-00026,2024-01-17,2024,1,Winter,CUST-0046,PRD-0008,Premium Polo Shirt,Tops,1,37.93,0.0,37.93,37.93,In-Store
SALE-00027,2024-01-18,2024,1,Winter,CUST-0028,PRD-0015,Basic Skirt,Bottoms,1,38.55,0.1,38.55,34.7,Online
SALE-00028,2024-01-18,2024,1,Winter,CUST-0038,PRD-0033,Basic Puffer Jacket,Outerwear,1,119.01,0.1,119.01,107.11,Online
SALE-00029,2024-01-18,2024,1,Winter,CUST-0015,PRD-0014,Premium Shorts,Bottoms,2,58.96,0.0,117.92,117.92,In-Store
SALE-00030,2024-01-18,2024,1,Winter,CUST-0076,PRD-0060,Premium Scarf,Accessories,1,20.13,0.0,20.13,20.13,Online
SALE-00031,2024-01-20,2024,1,Winter,CUST-0053,PRD-0004,Premium Blouse,Tops,4,61.37,0.1,245.48,220.93,Online
SALE-00032,2024-01-20,2024,1,Winter,CUST-0053,PRD-0017,Basic Trousers,Bottoms,1,79.19,0.0,79.19,79.19,In-Store
SALE-00033,2024-01-21,2024,1,Winter,CUST-0056,PRD-0023,Basic Maxi Dress,Dresses,1,59.74,0.1,59.74,53.77,Online
SALE-00034,2024-01-21,2024,1,Winter,CUST-0017,PRD-0022,Premium Sundress,Dresses,4,50.32,0.0,201.28,201.28,Mobile App
SALE-00035,2024-01-22,2024,1,Winter,CUST-0023,PRD-0046,Premium Track Jacket,Activewear,4,49.41,0.0,197.64,197.64,Online
SALE-00036,2024-01-22,2024,1,Winter,CUST-0019,PRD-0066,Premium Sunglasses,Accessories,2,31.97,0.0,63.94,63.94,In-Store
SALE-00037,2024-01-23,2024,1,Winter,CUST-0035,PRD-0001,Basic T-Shirt,Tops,1,26.93,0.1,26.93,24.24,In-Store
SALE-00038,2024-01-24,2024,1,Winter,CUST-0072,PRD-0011,Basic Jeans,Bottoms,1,28.68,0.0,28.68,28.68,Mobile App
SALE-00039,2024-01-24,2024,1,Winter,CUST-0072,PRD-0063,Basic Belt,Accessories,1,20.59,0.1,20.59,18.53,Mobile App
SALE-00040,2024-01-25,2024,1,Winter,CUST-0059,PRD-0065,Basic Sunglasses,Accessories,1,14.3,0.0,14.3,14.3,Online
SALE-00041,2024-01-25,2024,1,Winter,CUST-0071,PRD-0061,Basic Beanie,Accessories,1,25.12,0.1,25.12,22.61,In-Store
SALE-00042,2024-01-26,2024,1,Winter,CUST-0049,PRD-0039,Basic Yoga Pants,Activewear,1,21.99,0.0,21.99,21.99,Online
SALE-00043,2024-01-26,2024,1,Winter,CUST-0011,PRD-0016,Premium Skirt,Bottoms,1,48.68,0.0,48.68,48.68,Online
SALE-00044,2024-01-26,2024,1,Winter,CUST-0066,PRD-0036,Premium Trench Coat,Outerwear,2,299.66,0.2,599.32,479.46,In-Store
SALE-00045,2024-01-27,2024,1,Winter,CUST-0064,PRD-0014,Premium Shorts,Bottoms,1,58.96,0.2,58.96,47.17,Online
SALE-00046,2024-01-27,2024,1,Winter,CUST-0056,PRD-0015,Basic Skirt,Bottoms,4,38.55,0.0,154.2,154.2,Online
SALE-00047,2024-01-28,2024,1,Winter,CUST-0052,PRD-0012,Premium Jeans,Bottoms,2,106.38,0.0,212.76,212.76,In-Store
SALE-00048,2024-01-28,2024,1,Winter,CUST-0015,PRD-0015,Basic Skirt,Bottoms,4,38.55,0.0,154.2,154.2,In-Store
SALE-00049,2024-01-29,2024,1,Winter,CUST-0034,PRD-0069,Basic Swim Trunks,Swimwear,1,22.04,0.0,22.04,22.04,Online
SALE-00050,2024-01-30,2024,1,Winter,CUST-0038,PRD-0062,Premium Beanie,Accessories,1,35.38,0.0,35.38,35.38,In-Store
SALE-00051,2024-01-30,2024,1,Winter,CUST-0024,PRD-0068,Premium Bikini,Swimwear,1,48.17,0.1,48.17,43.35,Mobile App
SALE-00052,2024-01-31,2024,1,Winter,CUST-0050,PRD-0010,Premium Crop Top,Tops,4,42.82,0.0,171.28,171.28,In-Store
SALE-00053,2024-01-31,2024,1,Winter,CUST-0008,PRD-0041,Basic Sports Bra,Activewear,4,46.62,0.1,186.48,167.83,In-Store
SALE-00054,2024-01-31,2024,1,Winter,CUST-0044,PRD-0010,Premium Crop Top,Tops,1,42.82,0.1,42.82,38.54,Online
SALE-00055,2024-01-31,2024,1,Winter,CUST-0035,PRD-0052,Premium Boots,Footwear,1,167.32,0.2,167.32,133.86,Online
SALE-00056,2024-02-02,2024,2,Winter,CUST-0073,PRD-0054,Premium Flip Flops,Footwear,1,150.32,0.0,150.32,150.32,In-Store
SALE-00057,2024-02-02,2024,2,Winter,CUST-0073,PRD-0044,Premium Running Shorts,Activewear,4,64.76,0.1,259.04,233.14,Online
SALE-00058,2024-02-02,2024,2,Winter,CUST-0021,PRD-0064,Premium Belt,Accessories,1,52.98,0.1,52.98,47.68,In-Store
SALE-00059,2024-02-02,2024,2,Winter,CUST-0053,PRD-0049,Basic Sneakers,Footwear,3,117.43,0.0,352.29,352.29,In-Store
SALE-00060,2024-02-03,2024,2,Winter,CUST-0005,PRD-0052,Premium Boots,Footwear,4,167.32,0.0,669.28,669.28,Online
SALE-00061,2024-02-04,2024,2,Winter,CUST-0040,PRD-0066,Premium Sunglasses,Accessories,1,31.97,0.1,31.97,28.77,In-Store
SALE-00062,2024-02-04,2024,2,Winter,CUST-0052,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.0,46.62,46.62,In-Store
SALE-00063,2024-02-04,2024,2,Winter,CUST-0043,PRD-0065,Basic Sunglasses,Accessories,2,14.3,0.2,28.6,22.88,In-Store
SALE-00064,2024-02-05,2024,2,Winter,CUST-0002,PRD-0021,Basic Sundress,Dresses,2,91.82,0.0,183.64,183.64,Mobile App
SALE-00065,2024-02-05,2024,2,Winter,CUST-0021,PRD-0008,Premium Polo Shirt,Tops,2,37.93,0.2,75.86,60.69,Online
SALE-00066,2024-02-05,2024,2,Winter,CUST-0009,PRD-0043,Basic Running Shorts,Activewear,2,57.4,0.1,114.8,103.32,In-Store
SALE-00067,2024-02-07,2024,2,Winter,CUST-0010,PRD-0048,Premium Sandals,Footwear,1,87.64,0.1,87.64,78.88,In-Store
SALE-00068,2024-02-07,2024,2,Winter,CUST-0028,PRD-0050,Premium Sneakers,Footwear,4,70.35,0.2,281.4,225.12,In-Store
SALE-00069,2024-02-07,2024,2,Winter,CUST-0006,PRD-0057,Basic Sun Hat,Accessories,3,22.55,0.0,67.65,67.65,In-Store
SALE-00070,2024-02-08,2024,2,Winter,CUST-0078,PRD-0006,Premium Tank Top,Tops,2,44.5,0.1,89.0,80.1,In-Store
SALE-00071,2024-02-09,2024,2,Winter,CUST-0070,PRD-0043,Basic Running Shorts,Activewear,4,57.4,0.0,229.6,229.6,Mobile App
SALE-00072,2024-02-10,2024,2,Winter,CUST-0035,PRD-0051,Basic Boots,Footwear,1,82.09,0.2,82.09,65.67,Mobile App
SALE-00073,2024-02-10,2024,2,Winter,CUST-0017,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.2,46.62,37.3,Online
SALE-00074,2024-02-10,2024,2,Winter,CUST-0017,PRD-0022,Premium Sundress,Dresses,1,50.32,0.1,50.32,45.29,In-Store
SALE-00075,2024-02-11,2024,2,Winter,CUST-0039,PRD-0042,Premium Sports Bra,Activewear,3,73.12,0.0,219.36,219.36,Online
SALE-00076,2024-02-13,2024,2,Winter,CUST-0043,PRD-0054,Premium Flip Flops,Footwear,1,150.32,0.0,150.32,150.32,In-Store
SALE-00077,2024-02-13,2024,2,Winter,CUST-0077,PRD-0053,Basic Flip Flops,Footwear,1,120.55,0.0,120.55,120.55,Online
SALE-00078,2024-02-14,2024,2,Winter,CUST-0002,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,Online
SALE-00079,2024-02-14,2024,2,Winter,CUST-0065,PRD-0012,Premium Jeans,Bottoms,1,106.38,0.1,106.38,95.74,Online
SALE-00080,2024-02-16,2024,2,Winter,CUST-0076,PRD-0061,Basic Beanie,Accessories,1,25.12,0.0,25.12,25.12,In-Store
SALE-00081,2024-02-16,2024,2,Winter,CUST-0023,PRD-0059,Basic Scarf,Accessories,4,28.16,0.0,112.64,112.64,In-Store
SALE-00082,2024-02-17,2024,2,Winter,CUST-0078,PRD-0012,Premium Jeans,Bottoms,2,106.38,0.1,212.76,191.48,Online
SALE-00083,2024-02-18,2024,2,Winter,CUST-0038,PRD-0020,Premium Leggings,Bottoms,2,38.24,0.0,76.48,76.48,Online
SALE-00084,2024-02-19,2024,2,Winter,CUST-0009,PRD-0002,Premium T-Shirt,Tops,3,25.33,0.1,75.99,68.39,Online
SALE-00085,2024-02-19,2024,2,Winter,CUST-0055,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,In-Store
SALE-00086,2024-02-19,2024,2,Winter,CUST-0059,PRD-0063,Basic Belt,Accessories,4,20.59,0.0,82.36,82.36,Online
SALE-00087,2024-02-20,2024,2,Winter,CUST-0005,PRD-0058,Premium Sun Hat,Accessories,1,46.9,0.1,46.9,42.21,Online
SALE-00088,2024-02-20,2024,2,Winter,CUST-0027,PRD-0058,Premium Sun Hat,Accessories,1,46.9,0.0,46.9,46.9,Online
SALE-00089,2024-02-20,2024,2,Winter,CUST-0073,PRD-0046,Premium Track Jacket,Activewear,3,49.41,0.0,148.23,148.23,Online
SALE-00090,2024-02-20,2024,2,Winter,CUST-0035,PRD-0031,Basic Denim Jacket,Outerwear,1,206.78,0.0,206.78,206.78,In-Store
SALE-00091,2024-02-20,2024,2,Winter,CUST-0079,PRD-0013,Basic Shorts,Bottoms,4,29.02,0.0,116.08,116.08,Mobile App
SALE-00092,2024-02-21,2024,2,Winter,CUST-0006,PRD-0008,Premium Polo Shirt,Tops,1,37.93,0.0,37.93,37.93,Online
SALE-00093,2024-02-21,2024,2,Winter,CUST-0057,PRD-0055,Basic Loafers,Footwear,1,120.3,0.0,120.3,120.3,Online
SALE-00094,2024-02-21,2024,2,Winter,CUST-0038,PRD-0040,Premium Yoga Pants,Activewear,1,82.02,0.2,82.02,65.62,In-Store
SALE-00095,2024-02-23,2024,2,Winter,CUST-0017,PRD-0007,Basic Polo Shirt,Tops,1,29.13,0.0,29.13,29.13,Online
SALE-00096,2024-02-23,2024,2,Winter,CUST-0005,PRD-0016,Premium Skirt,Bottoms,2,48.68,0.0,97.36,97.36,In-Store
SALE-00097,2024-02-23,2024,2,Winter,CUST-0027,PRD-0064,Premium Belt,Accessories,4,52.98,0.1,211.92,190.73,In-Store
SALE-00098,2024-02-24,2024,2,Winter,CUST-0019,PRD-0015,Basic Skirt,Bottoms,3,38.55,0.0,115.65,115.65,In-Store
SALE-00099,2024-02-24,2024,2,Winter,CUST-0042,PRD-0053,Basic Flip Flops,Footwear,2,120.55,0.0,241.1,241.1,Online
SALE-00100,2024-02-24,2024,2,Winter,CUST-0035,PRD-0011,Basic Jeans,Bottoms,3,28.68,0.0,86.04,86.04,In-Store
SALE-00101,2024-02-25,2024,2,Winter,CUST-0044,PRD-0018,Premium Trousers,Bottoms,2,65.4,0.2,130.8,104.64,Online
SALE-00102,2024-02-26,2024,2,Winter,CUST-0072,PRD-0009,Basic Crop Top,Tops,2,22.4,0.2,44.8,35.84,Online
SALE-00103,2024-02-26,2024,2,Winter,CUST-0015,PRD-0004,Premium Blouse,Tops,1,61.37,0.0,61.37,61.37,Mobile App
SALE-00104,2024-02-26,2024,2,Winter,CUST-0021,PRD-0052,Premium Boots,Footwear,3,167.32,0.1,501.96,451.76,Online
SALE-00105,2024-02-29,2024,2,Winter,CUST-0055,PRD-0036,Premium Trench Coat,Outerwear,1,299.66,0.0,299.66,299.66,In-Store
SALE-00106,2024-03-01,2024,3,Spring,CUST-0075,PRD-0062,Premium Beanie,Accessories,2,35.38,0.0,70.76,70.76,In-Store
SALE-00107,2024-03-01,2024,3,Spring,CUST-0020,PRD-0047,Basic Sandals,Footwear,2,111.68,0.0,223.36,223.36,Online
SALE-00108,2024-03-01,2024,3,Spring,CUST-0030,PRD-0020,Premium Leggings,Bottoms,1,38.24,0.2,38.24,30.59,Online
SALE-00109,2024-03-02,2024,3,Spring,CUST-0018,PRD-0001,Basic T-Shirt,Tops,1,26.93,0.0,26.93,26.93,Mobile App
SALE-00110,2024-03-02,2024,3,Spring,CUST-0007,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.0,46.62,46.62,In-Store
SALE-00111,2024-03-04,2024,3,Spring,CUST-0044,PRD-0015,Basic Skirt,Bottoms,2,38.55,0.0,77.1,77.1,In-Store
SALE-00112,2024-03-04,2024,3,Spring,CUST-0041,PRD-0052,Premium Boots,Footwear,3,167.32,0.0,501.96,501.96,Online
SALE-00113,2024-03-05,2024,3,Spring,CUST-0073,PRD-0016,Premium Skirt,Bottoms,1,48.68,0.1,48.68,43.81,Online
SALE-00114,2024-03-05,2024,3,Spring,CUST-0062,PRD-0053,Basic Flip Flops,Footwear,1,120.55,0.2,120.55,96.44,Online
SALE-00115,2024-03-05,2024,3,Spring,CUST-0030,PRD-0012,Premium Jeans,Bottoms,1,106.38,0.0,106.38,106.38,In-Store
SALE-00116,2024-03-06,2024,3,Spring,CUST-0048,PRD-0003,Basic Blouse,Tops,2,22.01,0.0,44.02,44.02,Online
SALE-00117,2024-03-06,2024,3,Spring,CUST-0001,PRD-0021,Basic Sundress,Dresses,2,91.82,0.0,183.64,183.64,Online
SALE-00118,2024-03-07,2024,3,Spring,CUST-0075,PRD-0024,Premium Maxi Dress,Dresses,1,139.05,0.0,139.05,139.05,Mobile App
SALE-00119,2024-03-08,2024,3,Spring,CUST-0061,PRD-0018,Premium Trousers,Bottoms,1,65.4,0.0,65.4,65.4,Mobile App
SALE-00120,2024-03-08,2024,3,Spring,CUST-0021,PRD-0001,Basic T-Shirt,Tops,1,26.93,0.1,26.93,24.24,Online
SALE-00121,2024-03-10,2024,3,Spring,CUST-0023,PRD-0028,Premium Wrap Dress,Dresses,1,68.7,0.0,68.7,68.7,Online
SALE-00122,2024-03-11,2024,3,Spring,CUST-0051,PRD-0047,Basic Sandals,Footwear,1,111.68,0.0,111.68,111.68,Mobile App
SALE-00123,2024-03-12,2024,3,Spring,CUST-0071,PRD-0059,Basic Scarf,Accessories,2,28.16,0.1,56.32,50.69,In-Store
SALE-00124,2024-03-13,2024,3,Spring,CUST-0020,PRD-0048,Premium Sandals,Footwear,4,87.64,0.0,350.56,350.56,In-Store
SALE-00125,2024-03-14,2024,3,Spring,CUST-0030,PRD-0043,Basic Running Shorts,Activewear,3,57.4,0.0,172.2,172.2,Mobile App
SALE-00126,2024-03-14,2024,3,Spring,CUST-0038,PRD-0050,Premium Sneakers,Footwear,1,70.35,0.0,70.35,70.35,In-Store
SALE-00127,2024-03-15,2024,3,Spring,CUST-0045,PRD-0048,Premium Sandals,Footwear,3,87.64,0.1,262.92,236.63,In-Store
SALE-00128,2024-03-16,2024,3,Spring,CUST-0066,PRD-0052,Premium Boots,Footwear,2,167.32,0.1,334.64,301.18,Online
SALE-00129,2024-03-16,2024,3,Spring,CUST-0021,PRD-0056,Premium Loafers,Footwear,1,84.75,0.0,84.75,84.75,Mobile App
SALE-00130,2024-03-16,2024,3,Spring,CUST-0060,PRD-0054,Premium Flip Flops,Footwear,3,150.32,0.1,450.96,405.86,In-Store
SALE-00131,2024-03-17,2024,3,Spring,CUST-0034,PRD-0067,Basic Bikini,Swimwear,1,31.73,0.0,31.73,31.73,In-Store
SALE-00132,2024-03-18,2024,3,Spring,CUST-0012,PRD-0034,Premium Puffer Jacket,Outerwear,2,115.0,0.0,230.0,230.0,In-Store
SALE-00133,2024-03-18,2024,3,Spring,CUST-0021,PRD-0059,Basic Scarf,Accessories,1,28.16,0.1,28.16,25.34,Mobile App
SALE-00134,2024-03-19,2024,3,Spring,CUST-0062,PRD-0062,Premium Beanie,Accessories,2,35.38,0.1,70.76,63.68,In-Store
SALE-00135,2024-03-19,2024,3,Spring,CUST-0052,PRD-0016,Premium Skirt,Bottoms,2,48.68,0.1,97.36,87.62,In-Store
SALE-00136,2024-03-19,2024,3,Spring,CUST-0012,PRD-0064,Premium Belt,Accessories,1,52.98,0.0,52.98,52.98,Online
SALE-00137,2024-03-19,2024,3,Spring,CUST-0047,PRD-0026,Premium Cocktail Dress,Dresses,2,118.94,0.0,237.88,237.88,In-Store
SALE-00138,2024-03-20,2024,3,Spring,CUST-0032,PRD-0013,Basic Shorts,Bottoms,1,29.02,0.0,29.02,29.02,Online
SALE-00139,2024-03-20,2024,3,Spring,CUST-0012,PRD-0001,Basic T-Shirt,Tops,3,26.93,0.0,80.79,80.79,Mobile App
SALE-00140,2024-03-21,2024,3,Spring,CUST-0067,PRD-0005,Basic Tank Top,Tops,4,39.45,0.2,157.8,126.24,Online
SALE-00141,2024-03-22,2024,3,Spring,CUST-0079,PRD-0052,Premium Boots,Footwear,2,167.32,0.0,334.64,334.64,Online
SALE-00142,2024-03-22,2024,3,Spring,CUST-0003,PRD-0060,Premium Scarf,Accessories,1,20.13,0.2,20.13,16.1,Online
SALE-00143,2024-03-22,2024,3,Spring,CUST-0069,PRD-0048,Premium Sandals,Footwear,2,87.64,0.0,175.28,175.28,In-Store
SALE-00144,2024-03-23,2024,3,Spring,CUST-0041,PRD-0047,Basic Sandals,Footwear,2,111.68,0.1,223.36,201.02,In-Store
SALE-00145,2024-03-23,2024,3,Spring,CUST-0053,PRD-0009,Basic Crop Top,Tops,1,22.4,0.0,22.4,22.4,Online
SALE-00146,2024-03-23,2024,3,Spring,CUST-0010,PRD-0001,Basic T-Shirt,Tops,4,26.93,0.0,107.72,107.72,In-Store
SALE-00147,2024-03-24,2024,3,Spring,CUST-0056,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.0,46.62,46.62,Mobile App
SALE-00148,2024-03-25,2024,3,Spring,CUST-0029,PRD-0031,Basic Denim Jacket,Outerwear,2,206.78,0.0,413.56,413.56,In-Store
SALE-00149,2024-03-25,2024,3,Spring,CUST-0030,PRD-0061,Basic Beanie,Accessories,4,25.12,0.1,100.48,90.43,In-Store
SALE-00150,2024-03-25,2024,3,Spring,CUST-0008,PRD-0007,Basic Polo Shirt,Tops,2,29.13,0.0,58.26,58.26,In-Store
SALE-00151,2024-03-26,2024,3,Spring,CUST-0048,PRD-0005,Basic Tank Top,Tops,1,39.45,0.0,39.45,39.45,In-Store
SALE-00152,2024-03-26,2024,3,Spring,CUST-0045,PRD-0056,Premium Loafers,Footwear,1,84.75,0.0,84.75,84.75,In-Store
SALE-00153,2024-03-26,2024,3,Spring,CUST-0021,PRD-0052,Premium Boots,Footwear,1,167.32,0.0,167.32,167.32,In-Store
SALE-00154,2024-03-27,2024,3,Spring,CUST-0023,PRD-0038,Premium Cardigan,Outerwear,1,206.33,0.1,206.33,185.7,Online
SALE-00155,2024-03-27,2024,3,Spring,CUST-0013,PRD-0040,Premium Yoga Pants,Activewear,3,82.02,0.0,246.06,246.06,In-Store
SALE-00156,2024-03-27,2024,3,Spring,CUST-0070,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,In-Store
SALE-00157,2024-03-28,2024,3,Spring,CUST-0025,PRD-0002,Premium T-Shirt,Tops,2,25.33,0.0,50.66,50.66,Mobile App
SALE-00158,2024-03-29,2024,3,Spring,CUST-0044,PRD-0008,Premium Polo Shirt,Tops,1,37.93,0.1,37.93,34.14,Online
SALE-00159,2024-03-30,2024,3,Spring,CUST-0067,PRD-0042,Premium Sports Bra,Activewear,2,73.12,0.1,146.24,131.62,Online
SALE-00160,2024-03-31,2024,3,Spring,CUST-0018,PRD-0061,Basic Beanie,Accessories,2,25.12,0.0,50.24,50.24,In-Store
SALE-00161,2024-03-31,2024,3,Spring,CUST-0023,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.1,46.62,41.96,Mobile App
SALE-00162,2024-03-31,2024,3,Spring,CUST-0010,PRD-0006,Premium Tank Top,Tops,1,44.5,0.1,44.5,40.05,Online
SALE-00163,2024-03-31,2024,3,Spring,CUST-0005,PRD-0050,Premium Sneakers,Footwear,2,70.35,0.0,140.7,140.7,In-Store
SALE-00164,2024-04-01,2024,4,Spring,CUST-0050,PRD-0025,Basic Cocktail Dress,Dresses,2,95.42,0.0,190.84,190.84,Online
SALE-00165,2024-04-01,2024,4,Spring,CUST-0005,PRD-0013,Basic Shorts,Bottoms,2,29.02,0.0,58.04,58.04,In-Store
SALE-00166,2024-04-01,2024,4,Spring,CUST-0001,PRD-0072,Premium One-Piece Swimsuit,Swimwear,1,104.99,0.1,104.99,94.49,Online
SALE-00167,2024-04-02,2024,4,Spring,CUST-0017,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,In-Store
SALE-00168,2024-04-03,2024,4,Spring,CUST-0069,PRD-0039,Basic Yoga Pants,Activewear,1,21.99,0.0,21.99,21.99,Online
SALE-00169,2024-04-03,2024,4,Spring,CUST-0030,PRD-0015,Basic Skirt,Bottoms,2,38.55,0.0,77.1,77.1,In-Store
SALE-00170,2024-04-04,2024,4,Spring,CUST-0020,PRD-0022,Premium Sundress,Dresses,4,50.32,0.0,201.28,201.28,Mobile App
SALE-00171,2024-04-04,2024,4,Spring,CUST-0001,PRD-0052,Premium Boots,Footwear,2,167.32,0.0,334.64,334.64,Mobile App
SALE-00172,2024-04-05,2024,4,Spring,CUST-0070,PRD-0055,Basic Loafers,Footwear,1,120.3,0.1,120.3,108.27,In-Store
SALE-00173,2024-04-05,2024,4,Spring,CUST-0003,PRD-0022,Premium Sundress,Dresses,1,50.32,0.1,50.32,45.29,Mobile App
SALE-00174,2024-04-05,2024,4,Spring,CUST-0042,PRD-0040,Premium Yoga Pants,Activewear,1,82.02,0.0,82.02,82.02,Online
SALE-00175,2024-04-06,2024,4,Spring,CUST-0003,PRD-0012,Premium Jeans,Bottoms,1,106.38,0.1,106.38,95.74,In-Store
SALE-00176,2024-04-06,2024,4,Spring,CUST-0022,PRD-0057,Basic Sun Hat,Accessories,1,22.55,0.0,22.55,22.55,In-Store
SALE-00177,2024-04-07,2024,4,Spring,CUST-0021,PRD-0034,Premium Puffer Jacket,Outerwear,1,115.0,0.0,115.0,115.0,Online
SALE-00178,2024-04-08,2024,4,Spring,CUST-0069,PRD-0061,Basic Beanie,Accessories,2,25.12,0.0,50.24,50.24,In-Store
SALE-00179,2024-04-08,2024,4,Spring,CUST-0033,PRD-0002,Premium T-Shirt,Tops,1,25.33,0.1,25.33,22.8,Mobile App
SALE-00180,2024-04-09,2024,4,Spring,CUST-0030,PRD-0009,Basic Crop Top,Tops,1,22.4,0.1,22.4,20.16,In-Store
SALE-00181,2024-04-10,2024,4,Spring,CUST-0031,PRD-0032,Premium Denim Jacket,Outerwear,3,176.16,0.1,528.48,475.63,Online
SALE-00182,2024-04-10,2024,4,Spring,CUST-0079,PRD-0009,Basic Crop Top,Tops,2,22.4,0.0,44.8,44.8,In-Store
SALE-00183,2024-04-11,2024,4,Spring,CUST-0041,PRD-0064,Premium Belt,Accessories,1,52.98,0.1,52.98,47.68,In-Store
SALE-00184,2024-04-11,2024,4,Spring,CUST-0042,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.0,46.62,46.62,In-Store
SALE-00185,2024-04-12,2024,4,Spring,CUST-0078,PRD-0064,Premium Belt,Accessories,1,52.98,0.0,52.98,52.98,In-Store
SALE-00186,2024-04-12,2024,4,Spring,CUST-0076,PRD-0065,Basic Sunglasses,Accessories,1,14.3,0.0,14.3,14.3,In-Store
SALE-00187,2024-04-13,2024,4,Spring,CUST-0077,PRD-0023,Basic Maxi Dress,Dresses,2,59.74,0.1,119.48,107.53,In-Store
SALE-00188,2024-04-14,2024,4,Spring,CUST-0033,PRD-0011,Basic Jeans,Bottoms,1,28.68,0.0,28.68,28.68,In-Store
